
Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:29:55 2022
Timers Off: Thu Nov  3 12:30:00 2022

Wall Time:        5.36 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
--------------------------------------------------------------------------------------
V: Grid                             :      0.467u      0.000s      0.141w      1 calls
| build grid                        :      0.317u      0.000s      0.093w      1 calls
| post-process grid                 :      0.150u      0.000s      0.048w      1 calls
DFH: sparsity prep                  :      0.017u      0.017s      0.020w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.017s      0.014w      1 calls
DFH: initialize()                   :      1.750u      0.083s      0.553w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.011w      3 calls
| Libint2ErfERI::Libint2ErfERI      :      0.033u      0.017s      0.014w      1 calls
| DFH: AO Construction              :      0.367u      0.000s      0.109w      1 calls
| DFH: AO-Met. Contraction          :      0.450u      0.000s      0.133w      2 calls
| DFH: wAO Construction             :      0.317u      0.000s      0.097w      1 calls
| DFH: wAO Copy                     :      0.083u      0.000s      0.025w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.005w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.267u      0.017s      0.084w      1 calls
| SAD Guess                         :      0.250u      0.017s      0.081w      1 calls
HF: Form G                          :     10.533u      0.050s      3.174w     11 calls
| RV: Form V                        :      9.500u      0.000s      2.852w     11 calls
| | Properties                      :      1.713p                          13299 calls
| | Functional                      :      1.579p                          13299 calls
| | V_xc                            :      2.369p                          13299 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      1.033u      0.050s      0.320w     11 calls
| | DFH: compute_JK()               :      0.483u      0.033s      0.148w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.117u      0.000s      0.039w     11 calls
| | | DFH: compute_K                :      0.333u      0.000s      0.101w     11 calls
| | DFH: compute_wK()               :      0.550u      0.017s      0.171w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.233u      0.000s      0.068w     10 calls
HF: Form C                          :      0.050u      0.000s      0.019w     10 calls

**************************************************************************************

Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:30:00 2022
Timers Off: Thu Nov  3 12:30:06 2022

Wall Time:        6.07 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.383u      0.033s      0.116w      1 calls
build grid                          :      0.233u      0.033s      0.071w      1 calls
post-process grid                   :      0.150u      0.000s      0.045w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.018w      1 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.023w      4 calls
DFH: initialize()                   :      2.117u      0.000s      0.645w      1 calls
Libint2ErfERI::Libint2ErfERI        :      0.033u      0.000s      0.013w      1 calls
DFH: AO Construction                :      0.367u      0.000s      0.108w      1 calls
DFH: AO-Met. Contraction            :      0.667u      0.000s      0.203w      2 calls
DFH: wAO Construction               :      0.467u      0.000s      0.139w      1 calls
DFH: wAO Copy                       :      0.067u      0.000s      0.020w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      1 calls
HF: Guess                           :      0.350u      0.033s      0.114w      1 calls
SAD Guess                           :      0.333u      0.033s      0.111w      1 calls
HF: Form G                          :     11.767u      0.083s      3.551w     10 calls
RV: Form V                          :     10.617u      0.033s      3.189w     10 calls
Properties                          :      2.039p                          11960 calls
Functional                          :      1.702p                          11960 calls
V_xc                                :      2.584p                          11960 calls
JK: D                               :      0.000u      0.000s      0.000w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     10 calls
JK: JK                              :      1.150u      0.050s      0.360w     10 calls
DFH: compute_JK()                   :      0.550u      0.033s      0.172w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.183u      0.000s      0.051w     10 calls
DFH: compute_K                      :      0.333u      0.033s      0.113w     10 calls
DFH: compute_wK()                   :      0.600u      0.017s      0.188w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.017u      0.000s      0.002w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.283u      0.000s      0.076w      9 calls
HF: Form C                          :      0.100u      0.000s      0.037w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.383u      0.033s      0.116w      1 calls
| build grid                        :      0.233u      0.033s      0.071w      1 calls
| post-process grid                 :      0.150u      0.000s      0.045w      1 calls
DFH: sparsity prep                  :      0.017u      0.000s      0.018w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.012w      1 calls
DFH: initialize()                   :      2.117u      0.000s      0.645w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.011w      3 calls
| Libint2ErfERI::Libint2ErfERI      :      0.033u      0.000s      0.013w      1 calls
| DFH: AO Construction              :      0.367u      0.000s      0.108w      1 calls
| DFH: AO-Met. Contraction          :      0.667u      0.000s      0.203w      2 calls
| DFH: wAO Construction             :      0.467u      0.000s      0.139w      1 calls
| DFH: wAO Copy                     :      0.067u      0.000s      0.020w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.007w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      1 calls
HF: Guess                           :      0.350u      0.033s      0.114w      1 calls
| SAD Guess                         :      0.333u      0.033s      0.111w      1 calls
HF: Form G                          :     11.767u      0.083s      3.551w     10 calls
| RV: Form V                        :     10.617u      0.033s      3.189w     10 calls
| | Properties                      :      2.039p                          11960 calls
| | Functional                      :      1.702p                          11960 calls
| | V_xc                            :      2.584p                          11960 calls
| JK: D                             :      0.000u      0.000s      0.000w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :      1.150u      0.050s      0.360w     10 calls
| | DFH: compute_JK()               :      0.550u      0.033s      0.172w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.183u      0.000s      0.051w     10 calls
| | | DFH: compute_K                :      0.333u      0.033s      0.113w     10 calls
| | DFH: compute_wK()               :      0.600u      0.017s      0.188w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.017u      0.000s      0.002w     10 calls
HF: Form D                          :      0.000u      0.000s      0.000w     10 calls
HF: DIIS                            :      0.283u      0.000s      0.076w      9 calls
HF: Form C                          :      0.100u      0.000s      0.037w      9 calls

**************************************************************************************

Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:30:00 2022
Timers Off: Thu Nov  3 12:30:07 2022

Wall Time:        6.59 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.383u      0.000s      0.118w      1 calls
build grid                          :      0.267u      0.000s      0.078w      1 calls
post-process grid                   :      0.117u      0.000s      0.040w      1 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.014w      1 calls
Libint2ERI::Libint2ERI              :      0.050u      0.000s      0.022w      4 calls
DFH: initialize()                   :      2.200u      0.017s      0.672w      1 calls
Libint2ErfERI::Libint2ErfERI        :      0.033u      0.000s      0.014w      1 calls
DFH: AO Construction                :      0.400u      0.000s      0.121w      1 calls
DFH: AO-Met. Contraction            :      0.667u      0.000s      0.201w      2 calls
DFH: wAO Construction               :      0.433u      0.000s      0.130w      1 calls
DFH: wAO Copy                       :      0.133u      0.000s      0.038w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.005w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.002w      1 calls
HF: Guess                           :      0.367u      0.000s      0.111w      1 calls
SAD Guess                           :      0.367u      0.000s      0.108w      1 calls
HF: Form G                          :     13.133u      0.050s      3.963w     11 calls
RV: Form V                          :     11.833u      0.000s      3.541w     11 calls
Properties                          :      2.228p                          13090 calls
Functional                          :      1.861p                          13090 calls
V_xc                                :      2.929p                          13090 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      1.300u      0.050s      0.420w     11 calls
DFH: compute_JK()                   :      0.500u      0.017s      0.182w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.167u      0.000s      0.048w     11 calls
DFH: compute_K                      :      0.317u      0.017s      0.127w     11 calls
DFH: compute_wK()                   :      0.800u      0.033s      0.237w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.017u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.217u      0.050s      0.080w     10 calls
HF: Form C                          :      0.100u      0.017s      0.030w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.383u      0.000s      0.118w      1 calls
| build grid                        :      0.267u      0.000s      0.078w      1 calls
| post-process grid                 :      0.117u      0.000s      0.040w      1 calls
DFH: sparsity prep                  :      0.033u      0.017s      0.014w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.008w      1 calls
DFH: initialize()                   :      2.200u      0.017s      0.672w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.014w      3 calls
| Libint2ErfERI::Libint2ErfERI      :      0.033u      0.000s      0.014w      1 calls
| DFH: AO Construction              :      0.400u      0.000s      0.121w      1 calls
| DFH: AO-Met. Contraction          :      0.667u      0.000s      0.201w      2 calls
| DFH: wAO Construction             :      0.433u      0.000s      0.130w      1 calls
| DFH: wAO Copy                     :      0.133u      0.000s      0.038w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.005w      1 calls
HF: Form S/X                        :      0.017u      0.017s      0.002w      1 calls
HF: Guess                           :      0.367u      0.000s      0.111w      1 calls
| SAD Guess                         :      0.367u      0.000s      0.108w      1 calls
HF: Form G                          :     13.133u      0.050s      3.963w     11 calls
| RV: Form V                        :     11.833u      0.000s      3.541w     11 calls
| | Properties                      :      2.228p                          13090 calls
| | Functional                      :      1.861p                          13090 calls
| | V_xc                            :      2.929p                          13090 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      1.300u      0.050s      0.420w     11 calls
| | DFH: compute_JK()               :      0.500u      0.017s      0.182w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.167u      0.000s      0.048w     11 calls
| | | DFH: compute_K                :      0.317u      0.017s      0.127w     11 calls
| | DFH: compute_wK()               :      0.800u      0.033s      0.237w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.017u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.217u      0.050s      0.080w     10 calls
HF: Form C                          :      0.100u      0.017s      0.030w     10 calls

**************************************************************************************

Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:30:00 2022
Timers Off: Thu Nov  3 12:30:07 2022

Wall Time:        6.80 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.383u      0.050s      0.127w      1 calls
build grid                          :      0.250u      0.033s      0.084w      1 calls
post-process grid                   :      0.133u      0.017s      0.043w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.022w      1 calls
Libint2ERI::Libint2ERI              :      0.067u      0.000s      0.026w      4 calls
DFH: initialize()                   :      2.233u      0.033s      0.688w      1 calls
Libint2ErfERI::Libint2ErfERI        :      0.050u      0.000s      0.015w      1 calls
DFH: AO Construction                :      0.650u      0.000s      0.195w      1 calls
DFH: AO-Met. Contraction            :      0.533u      0.000s      0.163w      2 calls
DFH: wAO Construction               :      0.383u      0.000s      0.113w      1 calls
DFH: wAO Copy                       :      0.100u      0.000s      0.033w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.010w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.450u      0.033s      0.145w      1 calls
SAD Guess                           :      0.433u      0.033s      0.142w      1 calls
HF: Form G                          :     13.500u      0.067s      4.080w     11 calls
RV: Form V                          :     12.133u      0.000s      3.631w     11 calls
Properties                          :      2.279p                          13112 calls
Functional                          :      1.910p                          13112 calls
V_xc                                :      3.005p                          13112 calls
JK: D                               :      0.000u      0.000s      0.001w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      1.367u      0.067s      0.445w     11 calls
DFH: compute_JK()                   :      0.600u      0.050s      0.204w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.150u      0.033s      0.063w     11 calls
DFH: compute_K                      :      0.383u      0.017s      0.130w     11 calls
DFH: compute_wK()                   :      0.767u      0.017s      0.240w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.017u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.217u      0.033s      0.072w     10 calls
HF: Form C                          :      0.067u      0.000s      0.024w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.383u      0.050s      0.127w      1 calls
| build grid                        :      0.250u      0.033s      0.084w      1 calls
| post-process grid                 :      0.133u      0.017s      0.043w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.022w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.015w      1 calls
DFH: initialize()                   :      2.233u      0.033s      0.688w      1 calls
| Libint2ERI::Libint2ERI            :      0.050u      0.000s      0.012w      3 calls
| Libint2ErfERI::Libint2ErfERI      :      0.050u      0.000s      0.015w      1 calls
| DFH: AO Construction              :      0.650u      0.000s      0.195w      1 calls
| DFH: AO-Met. Contraction          :      0.533u      0.000s      0.163w      2 calls
| DFH: wAO Construction             :      0.383u      0.000s      0.113w      1 calls
| DFH: wAO Copy                     :      0.100u      0.000s      0.033w      1 calls
HF: Form core H                     :      0.033u      0.000s      0.010w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.450u      0.033s      0.145w      1 calls
| SAD Guess                         :      0.433u      0.033s      0.142w      1 calls
HF: Form G                          :     13.500u      0.067s      4.080w     11 calls
| RV: Form V                        :     12.133u      0.000s      3.631w     11 calls
| | Properties                      :      2.279p                          13112 calls
| | Functional                      :      1.910p                          13112 calls
| | V_xc                            :      3.005p                          13112 calls
| JK: D                             :      0.000u      0.000s      0.001w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      1.367u      0.067s      0.445w     11 calls
| | DFH: compute_JK()               :      0.600u      0.050s      0.204w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.150u      0.033s      0.063w     11 calls
| | | DFH: compute_K                :      0.383u      0.017s      0.130w     11 calls
| | DFH: compute_wK()               :      0.767u      0.017s      0.240w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.017u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.217u      0.033s      0.072w     10 calls
HF: Form C                          :      0.067u      0.000s      0.024w     10 calls

**************************************************************************************

Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:30:07 2022
Timers Off: Thu Nov  3 12:30:20 2022

Wall Time:       12.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.850u      0.050s      0.272w      1 calls
build grid                          :      0.483u      0.033s      0.157w      1 calls
post-process grid                   :      0.367u      0.017s      0.115w      1 calls
DFH: sparsity prep                  :      0.100u      0.000s      0.058w      1 calls
Libint2ERI::Libint2ERI              :      0.233u      0.000s      0.086w      4 calls
DFH: initialize()                   :      6.017u      0.417s      1.944w      1 calls
Libint2ErfERI::Libint2ErfERI        :      0.167u      0.000s      0.051w      1 calls
DFH: AO Construction                :      0.950u      0.050s      0.301w      1 calls
DFH: AO-Met. Contraction            :      1.333u      0.017s      0.403w      2 calls
