
Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:50:41 2022
Timers Off: Thu Nov  3 12:50:52 2022

Wall Time:       11.09 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: compute_JK()                   :      7.417u      0.267s      0.783w     31 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     31 calls
DFH: compute_J                      :      1.467u      0.067s      0.151w     31 calls
DFH: compute_K                      :      5.483u      0.150s      0.579w     31 calls
JK: AO2USO                          :      0.017u      0.000s      0.000w     31 calls
HF: Form F                          :      0.033u      0.017s      0.001w     18 calls
HF: Form D                          :      0.033u      0.000s      0.001w     18 calls
HF: DIIS                            :      0.850u      0.000s      0.085w     17 calls
HF: Form C                          :      0.350u      0.017s      0.045w     17 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      1.950u      0.083s      0.204w      1 calls
DFMP2 (A|mn)                        :      0.917u      0.000s      0.090w      1 calls
DFMP2 (A|mn)C_mi                    :      0.100u      0.000s      0.010w      1 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.033u      0.017s      0.006w      1 calls
DFMP2 iaB                           :      1.150u      0.050s      0.120w      1 calls
DFMP2 Metric                        :      0.683u      0.017s      0.070w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.002w      1 calls
DFMP2 (ia|A)(A|Q)                   :      0.183u      0.017s      0.019w      1 calls
DFMP2 Bia Write                     :      0.033u      0.017s      0.004w      1 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.003w      3 calls
DFMP2 (ia|B)(B|Q)                   :      0.150u      0.000s      0.015w      1 calls
DFMP2 Cia Write                     :      0.050u      0.000s      0.006w      1 calls
DFMP2 aiB                           :      0.067u      0.017s      0.010w      1 calls
DFMP2 Tij                           :      1.350u      0.067s      0.142w      1 calls
DFMP2 Cia Read                      :      0.017u      0.000s      0.003w      2 calls
DFMP2 I                             :      1.067u      0.033s      0.109w      2 calls
DFMP2 T2                            :      0.100u      0.000s      0.011w      2 calls
DFMP2 G                             :      0.500u      0.000s      0.050w      1 calls
DFMP2 Pab                           :      0.083u      0.000s      0.012w      1 calls
DFMP2 Gia Write                     :      0.050u      0.000s      0.005w      1 calls
DFMP2 Tab                           :      0.750u      0.000s      0.076w      1 calls
DFMP2 Bai Read                      :      0.017u      0.000s      0.001w      1 calls
DFMP2 Qai Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 Pij                           :      0.083u      0.000s      0.008w      1 calls
DFMP2 gamma                         :      0.217u      0.000s      0.021w      1 calls
DFMP2 Gia Read                      :      0.033u      0.017s      0.003w      2 calls
DFMP2 g                             :      0.150u      0.000s      0.016w      1 calls
DFMP2 Gia                           :      0.183u      0.017s      0.019w      1 calls
DFMP2 aiG Write                     :      0.017u      0.000s      0.002w      1 calls
DFMP2 AB^x                          :      0.100u      0.000s      0.011w      1 calls
DFMP2 Amn^x                         :      4.067u      0.033s      0.411w      1 calls
DFMP2 L                             :      2.300u      0.117s      0.241w      1 calls
DFMP2 P                             :      0.000u      0.000s      0.001w      1 calls
DFMP2 W                             :      0.017u      0.000s      0.001w      1 calls
DFMP2 Z                             :      7.167u      0.217s      0.740w      1 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.033u      0.000s      0.020w      1 calls
| Libint2ERI::Libint2ERI            :      0.017u      0.000s      0.013w      1 calls
DFH: initialize()                   :      2.467u      0.100s      0.265w      1 calls
| Libint2ERI::Libint2ERI            :      0.150u      0.000s      0.015w      7 calls
| DFH: AO Construction              :      0.667u      0.017s      0.070w      1 calls
| DFH: AO-Met. Contraction          :      0.800u      0.033s      0.083w      1 calls
HF: Form core H                     :      0.050u      0.000s      0.005w      1 calls
HF: Form S/X                        :      0.033u      0.000s      0.003w      1 calls
HF: Guess                           :      0.967u      0.017s      0.098w      1 calls
| SAD Guess                         :      0.950u      0.017s      0.096w      1 calls
HF: Form G                          :      3.250u      0.100s      0.338w     18 calls
| JK: D                             :      0.017u      0.000s      0.001w     18 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     18 calls
| JK: JK                            :      3.200u      0.100s      0.335w     18 calls
| | DFH: compute_JK()               :      3.200u      0.100s      0.335w     18 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     18 calls
| | | DFH: compute_J                :      0.700u      0.017s      0.072w     18 calls
| | | DFH: compute_K                :      2.317u      0.083s      0.243w     18 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.033u      0.017s      0.001w     18 calls
HF: Form D                          :      0.033u      0.000s      0.001w     18 calls
HF: DIIS                            :      0.850u      0.000s      0.085w     17 calls
HF: Form C                          :      0.350u      0.017s      0.045w     17 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      1.950u      0.083s      0.204w      1 calls
| Libint2ERI::Libint2ERI            :      0.683u      0.033s      0.072w      6 calls
| DFMP2 (A|mn)                      :      0.917u      0.000s      0.090w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.100u      0.000s      0.010w      1 calls
| DFMP2 (A|mi)C_na                  :      0.017u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.033u      0.017s      0.006w      1 calls
DFMP2 iaB                           :      1.150u      0.050s      0.120w      1 calls
| DFMP2 Metric                      :      0.683u      0.017s      0.070w      1 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.000w      6 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.002w      1 calls
| DFMP2 (ia|A)(A|Q)                 :      0.183u      0.017s      0.019w      1 calls
| DFMP2 Bia Write                   :      0.033u      0.017s      0.004w      1 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (ia|B)(B|Q)                 :      0.150u      0.000s      0.015w      1 calls
| DFMP2 Cia Write                   :      0.050u      0.000s      0.006w      1 calls
DFMP2 aiB                           :      0.067u      0.017s      0.010w      1 calls
DFMP2 Tij                           :      1.350u      0.067s      0.142w      1 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.002w      2 calls
| DFMP2 Cia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 I                           :      0.533u      0.033s      0.056w      1 calls
| DFMP2 T2                          :      0.050u      0.000s      0.005w      1 calls
| DFMP2 G                           :      0.500u      0.000s      0.050w      1 calls
| DFMP2 Pab                         :      0.083u      0.000s      0.012w      1 calls
| DFMP2 Gia Write                   :      0.050u      0.000s      0.005w      1 calls
DFMP2 Tab                           :      0.750u      0.000s      0.076w      1 calls
| DFMP2 Bai Read                    :      0.017u      0.000s      0.001w      1 calls
| DFMP2 Qai Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 I                           :      0.533u      0.000s      0.053w      1 calls
| DFMP2 T2                          :      0.050u      0.000s      0.005w      1 calls
| DFMP2 Pij                         :      0.083u      0.000s      0.008w      1 calls
DFMP2 gamma                         :      0.217u      0.000s      0.021w      1 calls
| DFMP2 Gia Read                    :      0.017u      0.000s      0.001w      1 calls
| DFMP2 Cia Read                    :      0.017u      0.000s      0.002w      1 calls
| DFMP2 g                           :      0.150u      0.000s      0.016w      1 calls
DFMP2 Gia                           :      0.183u      0.017s      0.019w      1 calls
| DFMP2 Gia Read                    :      0.017u      0.017s      0.002w      1 calls
| DFMP2 aiG Write                   :      0.017u      0.000s      0.002w      1 calls
DFMP2 AB^x                          :      0.100u      0.000s      0.011w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFMP2 Amn^x                         :      4.067u      0.033s      0.411w      1 calls
| Libint2ERI::Libint2ERI            :      0.717u      0.017s      0.073w      6 calls
DFMP2 L                             :      2.300u      0.117s      0.241w      1 calls
| Libint2ERI::Libint2ERI            :      0.650u      0.033s      0.067w      6 calls
DFMP2 P                             :      0.000u      0.000s      0.001w      1 calls
DFMP2 W                             :      0.017u      0.000s      0.001w      1 calls
DFMP2 Z                             :      7.167u      0.217s      0.740w      1 calls
| DFH: sparsity prep                :      0.250u      0.000s      0.025w      1 calls
| | Libint2ERI::Libint2ERI          :      0.150u      0.000s      0.015w      1 calls
| DFH: initialize()                 :      2.450u      0.050s      0.250w      1 calls
| | Libint2ERI::Libint2ERI          :      0.117u      0.000s      0.013w      7 calls
| | DFH: AO Construction            :      0.800u      0.000s      0.080w      1 calls
| | DFH: AO-Met. Contraction        :      0.800u      0.017s      0.081w      1 calls
| JK: D                             :      0.000u      0.000s      0.001w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     13 calls
| JK: JK                            :      4.250u      0.167s      0.448w     13 calls
| | DFH: compute_JK()               :      4.217u      0.167s      0.448w     13 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     13 calls
| | | DFH: compute_J                :      0.767u      0.050s      0.080w     13 calls
| | | DFH: compute_K                :      3.167u      0.067s      0.335w     13 calls
| JK: AO2USO                        :      0.017u      0.000s      0.000w     13 calls
Libint2ERI::Libint2ERI              :      0.150u      0.017s      0.091w      7 calls

**************************************************************************************

Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:51:05 2022
Timers Off: Thu Nov  3 12:52:20 2022

Wall Time:       75.07 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      1.917u      0.050s      0.523w      2 calls
Libint2ERI::Libint2ERI              :     13.367u      0.517s      3.697w     48 calls
DFH: initialize()                   :     38.233u      1.433s      4.094w      2 calls
DFH: AO Construction                :     13.067u      0.283s      1.334w      2 calls
DFH: AO-Met. Contraction            :     19.017u      0.533s      2.030w      2 calls
HF: Form core H                     :      0.200u      0.000s      0.020w      1 calls
HF: Form S/X                        :      0.183u      0.000s      0.019w      1 calls
HF: Guess                           :      2.667u      0.200s      0.287w      1 calls
SAD Guess                           :      2.633u      0.200s      0.284w      1 calls
HF: Form G                          :     28.633u      0.650s      2.940w     17 calls
JK: D                               :      0.083u      0.000s      0.006w     30 calls
JK: USO2AO                          :      0.017u      0.017s      0.001w     30 calls
JK: JK                              :     79.467u      1.617s      8.321w     30 calls
DFH: compute_JK()                   :     79.417u      1.617s      8.317w     30 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     30 calls
DFH: compute_J                      :     12.633u      0.050s      1.269w     30 calls
DFH: compute_K                      :     63.150u      1.100s      6.639w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     30 calls
HF: Form F                          :      0.017u      0.000s      0.004w     17 calls
HF: Form D                          :      0.000u      0.000s      0.003w     17 calls
HF: DIIS                            :      2.600u      0.050s      0.265w     16 calls
HF: Form C                          :      4.000u      0.100s      0.400w     16 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      1 calls
DFMP2 Aia                           :      9.667u      0.300s      1.528w      1 calls
DFMP2 (A|mn)                        :      5.633u      0.000s      0.564w      1 calls
DFMP2 (A|mn)C_mi                    :      0.983u      0.050s      0.105w      1 calls
DFMP2 (A|mi)C_na                    :      0.450u      0.017s      0.045w      1 calls
DFMP2 Aia Write                     :      0.267u      0.083s      0.035w      1 calls
DFMP2 iaB                           :      3.933u      0.150s      0.508w      1 calls
DFMP2 Metric                        :      2.183u      0.000s      0.226w      1 calls
DFMP2 Aia Read                      :      0.033u      0.017s      0.007w      1 calls
DFMP2 (ia|A)(A|Q)                   :      0.717u      0.000s      0.107w      1 calls
DFMP2 Bia Write                     :      0.150u      0.050s      0.029w      1 calls
DFMP2 Bia Read                      :      0.100u      0.033s      0.017w      3 calls
DFMP2 (ia|B)(B|Q)                   :      0.617u      0.000s      0.092w      1 calls
DFMP2 Cia Write                     :      0.117u      0.050s      0.025w      1 calls
DFMP2 aiB                           :      0.233u      0.067s      0.046w      1 calls
DFMP2 Tij                           :     12.867u      0.733s      1.908w      1 calls
DFMP2 Cia Read                      :      0.117u      0.017s      0.014w      2 calls
DFMP2 I                             :      7.733u      0.650s      1.261w      2 calls
DFMP2 T2                            :      1.250u      0.000s      0.129w      2 calls
DFMP2 G                             :      5.450u      0.000s      0.722w      1 calls
DFMP2 Pab                           :      1.817u      0.100s      0.287w      1 calls
DFMP2 Gia Write                     :      0.117u      0.083s      0.028w      1 calls
DFMP2 Tab                           :      5.600u      0.333s      0.806w      1 calls
DFMP2 Bai Read                      :      0.017u      0.000s      0.007w      1 calls
DFMP2 Qai Read                      :      0.033u      0.017s      0.004w      1 calls
DFMP2 Pij                           :      1.117u      0.000s      0.113w      1 calls
DFMP2 gamma                         :      0.983u      0.067s      0.114w      1 calls
DFMP2 Gia Read                      :      0.067u      0.033s      0.014w      2 calls
DFMP2 g                             :      0.783u      0.000s      0.090w      1 calls
DFMP2 Gia                           :      0.317u      0.083s      0.060w      1 calls
DFMP2 aiG Write                     :      0.033u      0.017s      0.008w      1 calls
DFMP2 AB^x                          :      0.167u      0.000s      0.018w      1 calls
DFMP2 Amn^x                         :     32.467u      0.383s      3.796w      1 calls
DFMP2 L                             :     15.667u      0.500s      2.207w      1 calls
DFMP2 P                             :      0.033u      0.000s      0.002w      1 calls
DFMP2 W                             :      0.033u      0.000s      0.004w      1 calls
DFMP2 Z                             :     73.383u      1.600s      7.882w      1 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.433u      0.000s      0.259w      1 calls
| Libint2ERI::Libint2ERI            :      0.283u      0.000s      0.171w      1 calls
DFH: initialize()                   :     18.700u      1.000s      2.049w      1 calls
| Libint2ERI::Libint2ERI            :      1.817u      0.100s      0.218w      7 calls
| DFH: AO Construction              :      6.183u      0.183s      0.638w      1 calls
| DFH: AO-Met. Contraction          :      9.167u      0.383s      0.987w      1 calls
HF: Form core H                     :      0.200u      0.000s      0.020w      1 calls
HF: Form S/X                        :      0.183u      0.000s      0.019w      1 calls
HF: Guess                           :      2.667u      0.200s      0.287w      1 calls
| SAD Guess                         :      2.633u      0.200s      0.284w      1 calls
HF: Form G                          :     28.633u      0.650s      2.940w     17 calls
| JK: D                             :      0.017u      0.000s      0.003w     17 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     17 calls
| JK: JK                            :     28.567u      0.650s      2.930w     17 calls
| | DFH: compute_JK()               :     28.550u      0.650s      2.927w     17 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     17 calls
| | | DFH: compute_J                :      5.317u      0.033s      0.534w     17 calls
| | | DFH: compute_K                :     22.133u      0.550s      2.277w     17 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     17 calls
HF: Form F                          :      0.017u      0.000s      0.004w     17 calls
HF: Form D                          :      0.000u      0.000s      0.003w     17 calls
HF: DIIS                            :      2.600u      0.050s      0.265w     16 calls
HF: Form C                          :      4.000u      0.100s      0.400w     16 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      1 calls
DFMP2 Aia                           :      9.667u      0.300s      1.528w      1 calls
| Libint2ERI::Libint2ERI            :      2.067u      0.100s      0.669w      6 calls
| DFMP2 (A|mn)                      :      5.633u      0.000s      0.564w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.983u      0.050s      0.105w      1 calls
| DFMP2 (A|mi)C_na                  :      0.450u      0.017s      0.045w      1 calls
